Rodentia,Ctenomyidae,121,0.611
Rodentia,Dasyproctidae,3849,10.521
Rodentia,Dasyproctidae,2687,8.694
Rodentia,Dasyproctidae,914,2.804
Rodentia,Dipodidae,160,0.676
Rodentia,Dipodidae,75,0.515
Rodentia,Dipodidae,139,0.775
Rodentia,Dipodidae,21.6,0.22
Rodentia,Dipodidae,22,0.221
Rodentia,Dipodidae,10,0.179
Rodentia,Dipodidae,23.8,0.199
Rodentia,Dipodidae,25,0.209
Rodentia,Dipodidae,30,0.251
Rodentia,Echimyidae,498,1.75
Rodentia,Echimyidae,323,1.153
Rodentia,Erethizontidae,3280,5.123
Rodentia,Erethizontidae,4290,11.966
Rodentia,Erethizontidae,6790,13.76
Rodentia,Erethizontidae,11136,15.531
Rodentia,Geomyidae,197,0.769
Rodentia,Geomyidae,173,0.743
Rodentia,Geomyidae,200,0.792
Rodentia,Geomyidae,203,0.77
Rodentia,Geomyidae,143,0.67
Rodentia,Geomyidae,82.6,0.55
Rodentia,Geomyidae,105.5,0.719
Rodentia,Geomyidae,106.8,0.792
Rodentia,Geomyidae,85,0.403
Rodentia,Geomyidae,95.3,0.452
Rodentia,Heteromyidae,29.1,0.192
Rodentia,Heteromyidae,22,0.119
Rodentia,Heteromyidae,19.6,0.15
Rodentia,Heteromyidae,15.1,0.103
Rodentia,Heteromyidae,32,0.256
Rodentia,Heteromyidae,35.8,0.268
Rodentia,Heteromyidae,39.5,0.276
Rodentia,Heteromyidae,14.6,0.087
Rodentia,Heteromyidae,15,0.1
Rodentia,Heteromyidae,18.3,0.136
Rodentia,Heteromyidae,16,0.125
Rodentia,Heteromyidae,60.6,0.355
Rodentia,Heteromyidae,104.7,0.541
Rodentia,Heteromyidae,104.9,0.524
Rodentia,Heteromyidae,106,0.514
Rodentia,Heteromyidae,107.5,0.49
Rodentia,Heteromyidae,63.3,0.408
Rodentia,Heteromyidae,35,0.234
Rodentia,Heteromyidae,35.8,0.295
Rodentia,Heteromyidae,36.5,0.237
Rodentia,Heteromyidae,37.7,0.248
Rodentia,Heteromyidae,38,0.24
Rodentia,Heteromyidae,43.4,0.23
Rodentia,Heteromyidae,51.5,0.305
Rodentia,Heteromyidae,54.2,0.33
Rodentia,Heteromyidae,55.7,0.336
Rodentia,Heteromyidae,57.2,0.373
Rodentia,Heteromyidae,37.8,0.257
Rodentia,Heteromyidae,37.8,0.162
Rodentia,Heteromyidae,46.8,0.358
Rodentia,Heteromyidae,48.8,0.32
Rodentia,Heteromyidae,56.9,0.38
Rodentia,Heteromyidae,64.2,0.414
Rodentia,Heteromyidae,69.3,0.561
Rodentia,Heteromyidae,75.8,0.553
Rodentia,Heteromyidae,44.9,0.336
Rodentia,Heteromyidae,48.1,0.301
Rodentia,Heteromyidae,42.7,0.313
Rodentia,Heteromyidae,43.8,0.262
Rodentia,Heteromyidae,44.5,0.27
Rodentia,Heteromyidae,11,0.168
Rodentia,Heteromyidae,15.2,0.11
Rodentia,Heteromyidae,8.3,0.097
Rodentia,Heteromyidae,8.2,0.07
Rodentia,Heteromyidae,8.9,0.053
Rodentia,Heteromyidae,19.2,0.16
Rodentia,Hydrochaeridae,26385,36.798
Rodentia,Hystricidae,11300,13.175
Rodentia,Muridae,42,0.258
Rodentia,Muridae,51.1,0.23
Rodentia,Muridae,55.55,0.239
Rodentia,Muridae,60,0.251
Rodentia,Muridae,27.02,0.246
Rodentia,Muridae,32.25,0.465
Rodentia,Muridae,57.3,0.269
Rodentia,Muridae,64.2,0.317
Rodentia,Muridae,66.6,0.293
Rodentia,Muridae,31,0.259
Rodentia,Muridae,23.5,0.223
Rodentia,Muridae,24,0.228
Rodentia,Muridae,24,0.254
Rodentia,Muridae,42.3,0.321
Rodentia,Muridae,27,0.276
Rodentia,Muridae,37.7,0.675
Rodentia,Muridae,21.2,0.373
Rodentia,Muridae,23.4,0.236
Rodentia,Muridae,23.9,0.242
Rodentia,Muridae,40.5,0.85
Rodentia,Muridae,20.5,0.279
Rodentia,Muridae,20.7,0.282
Rodentia,Muridae,40.4,0.312
Rodentia,Muridae,42.3,0.394
Rodentia,Muridae,22,0.318
Rodentia,Muridae,23.9,0.242
Rodentia,Muridae,25.7,0.241
Rodentia,Muridae,21.8,0.329
Rodentia,Muridae,92,0.595
Rodentia,Muridae,97.5,0.631
